,정류소명,경도,위도
558,황제참치,126.8514757606,37.5527741489
559,청과시장2,126.8212167365,37.551853645
560,콘티넨탈호텔,126.8522416609,37.5540907066
561,강서면허시험장,126.8211156008,37.5481854937
562,등촌역1번출구,126.8632088215,37.5520681181
563,발산역3번출구,126.8386304653,37.5592460652
564,수명산파크7단지상가,126.8222346535,37.5473830524
565,수명산파크7단지정문,126.8242774574,37.5478510746
566,수명중.고등학교,126.8241692626,37.5500676051
567,기업은행,126.8408606746,37.5660884052
568,마곡수명산파크5단지.6단지,126.8253974999,37.551408453
569,김포공항국내선(11-2번홈),126.802733172,37.5598552139
570,수명산파크상가,126.8260631341,37.5532954243
571,변전소,126.8378902625,37.5707078403
572,수명산파크5단지아파트,126.8282122309,37.5533940864
573,김포공항국내선(11-3번홈),126.8026139532,37.5600161723
574,수명산파크1단지아파트앞,126.8297393667,37.5532575299
575,현대슈퍼,126.8310797888,37.5510968302
576,발산초등학교,126.8318357277,37.5496273238
577,변전소,126.8377373459,37.5707472783
578,화곡중.고등학교,126.8331241842,37.5478756223
579,송화시장,126.8353186306,37.5478714943
580,우장산월드메르디앙아파트,126.8379443491,37.5546252214
581,강서노인회관,126.8395111456,37.5544705711
582,롯데2차,126.8404847373,37.5543709679
583,김포공항국제선(1경기),126.8013316631,37.5652767853
584,발산어린이집,126.8415567994,37.5542696867
585,강서구민회관,126.8442047794,37.5528837238
586,방화3동주민센터,126.8136547657,37.578386307
587,롯데3차APT,126.8464573797,37.5527406972
588,방화동삼익아파트,126.8132284757,37.5768069244
589,공영주차장,126.8478384134,37.5531867241
590,방화중학교(시외버스),126.8066857249,37.5638654303
591,강서구청입구,126.8499143847,37.5530776454
592,서광아파트,126.8196509419,37.5788326481
593,생태공원,126.8185765185,37.5834824238
594,등촌7단지,126.8529789677,37.5613328111
595,등촌10단지,126.8486443616,37.5615336843
596,등촌미주.진로아파트,126.8477466451,37.5599069591
597,등촌3동성당사거리,126.8456364312,37.5589634783
598,등촌5단지,126.8439155633,37.5591423356
599,공원앞,126.8417735551,37.5593503403
600,발산역.NC백화점,126.8394594755,37.5597454044
601,동우아트빌,126.8560381111,37.5366514124
602,태창아파트,126.8508667796,37.5379488345
603,강서농수산물도매시장,126.8179815969,37.5534409346
604,강서농수산물도매시장종점,126.8226727076,37.5545167694
605,등촌동주공9단지,126.8497520174,37.5629182758
606,등촌주공9단지,126.8498917242,37.5626814662
607,등촌동주공8단지,126.8513904609,37.5621012565
608,화훼단지,126.769200409,37.5562932237
609,화훼단지,126.7688707105,37.5563989076
610,국립항공박물관,126.8076813957,37.5563306325
611,등촌주공8단지,126.852100007,37.5616236673
612,대한항공화물청사,126.8132205142,37.5514321709
613,대한항공훈련센터,126.8131745021,37.5462877526
614,김포공항화물청사,126.8112608986,37.5534204714
615,김포공항세관.국립항공박물관,126.8080679474,37.5556608484
616,강원슈퍼,126.8570263026,37.5355160159
617,대한항공빌딩,126.8145690738,37.5507341466
618,대한항공,126.8168535705,37.5495780042
619,김포공항국제선,126.800809711,37.564885922
